id;mahalle_kod;kod;ad;sokak_turu;sokak_turu_aciklama;gelisim_durumu_aciklama;gelisim_durumu_kodu;sabit_tanitim_numarasi
1233842;781641;49189;ERNA;4;SOKAK;ORTA GELISMIS;2;176.0
1233843;781641;82235;ÇEYİZ;4;SOKAK;ORTA GELISMIS;2;167.0
1233844;781641;91850;HARBİYE;3;CADDE;ORTA GELISMIS;2;126.0
1233845;781641;92175;9 EYLÜL;3;CADDE;ORTA GELISMIS;2;129.0
1233846;781641;92176;TALAT PAŞA;3;CADDE;ORTA GELISMIS;2;153.0
1233847;781641;260435;NESRİN;4;SOKAK;ORTA GELISMIS;2;118.0
1233848;781641;260453;SÖĞÜT;4;SOKAK;ORTA GELISMIS;2;139.0
1233849;781641;260457;ULUS;4;SOKAK;ORTA GELISMIS;2;130.0
1233850;781641;260458;UZUN;4;SOKAK;ORTA GELISMIS;2;116.0
1233851;781641;260686;ÇEKEN;3;CADDE;ORTA GELISMIS;2;93.0
1233852;781641;260687;NASRETTİN HOCA;3;CADDE;ORTA GELISMIS;2;104.0
1233853;781641;472466;KARŞIYAKA;3;CADDE;ORTA GELISMIS;2;138.0
1233854;781641;474256;KARADENİZ ÇİFTLİĞİ;5;KÜME EVLER;ORTA GELISMIS;2;158.0
1233855;781641;707792;BİRSEN;4;SOKAK;ORTA GELISMIS;2;132.0
1233856;781641;707795;FESLEĞEN;4;SOKAK;ORTA GELISMIS;2;146.0
1233857;781641;707796;FURKAN;4;SOKAK;ORTA GELISMIS;2;135.0
1233858;781641;707803;GÜLBAHÇE;4;SOKAK;ORTA GELISMIS;2;152.0
1233859;781641;707806;HERCAİ;4;SOKAK;ORTA GELISMIS;2;144.0
1233860;781641;707809;IHLAMUR;4;SOKAK;ORTA GELISMIS;2;150.0
1233861;781641;707812;İLKER;4;SOKAK;ORTA GELISMIS;2;125.0
1233862;781641;707814;İMREN;4;SOKAK;ORTA GELISMIS;2;35.0
1233863;781641;707823;SARP;4;SOKAK;ORTA GELISMIS;2;122.0
1233864;781641;711165;BÜYÜKSÖZER;4;SOKAK;ORTA GELISMIS;2;163.0
1233865;781641;712099;KARAÇALLIK KIŞLA;5;KÜME EVLER;ORTA GELISMIS;2;159.0
1233866;781641;713289;KAMER;4;SOKAK;ORTA GELISMIS;2;120.0
1233867;781641;713292;KARTOPU;4;SOKAK;ORTA GELISMIS;2;143.0
1233868;781641;713298;LALE;4;SOKAK;ORTA GELISMIS;2;140.0
1233869;781641;713299;LARA;4;SOKAK;ORTA GELISMIS;2;151.0
1233870;781641;713313;PEMBEGÜL;4;SOKAK;ORTA GELISMIS;2;147.0
1233871;781641;713315;SONER;4;SOKAK;ORTA GELISMIS;2;123.0
1233872;781641;713316;SONGÜL;4;SOKAK;ORTA GELISMIS;2;121.0
1233873;781641;713320;ZAKKUM;4;SOKAK;ORTA GELISMIS;2;145.0
1233874;781641;713321;ZAMBAK;4;SOKAK;ORTA GELISMIS;2;141.0
1233875;781641;716317;AYGÜL;4;SOKAK;ORTA GELISMIS;2;124.0
1233876;781641;716321;BATUHAN;4;SOKAK;ORTA GELISMIS;2;134.0
1233877;781641;716322;BEYAZGÜL;4;SOKAK;ORTA GELISMIS;2;148.0
1233878;781641;716323;BİRBEN;4;SOKAK;ORTA GELISMIS;2;131.0
1233879;781641;716324;ÇİĞİLİ;4;SOKAK;ORTA GELISMIS;2;149.0
1233880;781641;716328;DİLAVER;4;SOKAK;ORTA GELISMIS;2;114.0
1233881;781641;716331;EKİN;4;SOKAK;ORTA GELISMIS;2;119.0
1233882;781641;716332;EMRE;4;SOKAK;ORTA GELISMIS;2;136.0
1233883;781641;716333;EYLÜL;4;SOKAK;ORTA GELISMIS;2;133.0
1233884;781641;716334;GİRNE;4;SOKAK;ORTA GELISMIS;2;128.0
1233885;781641;716339;HÜRREM;4;SOKAK;ORTA GELISMIS;2;117.0
1233886;781641;716346;KARDELEN;4;SOKAK;ORTA GELISMIS;2;127.0
1233887;781641;717689;KUZU;4;SOKAK;ORTA GELISMIS;2;166.0
