id;mahalle_kod;kod;ad;sokak_turu;sokak_turu_aciklama;gelisim_durumu_aciklama;gelisim_durumu_kodu;sabit_tanitim_numarasi
1235433;863019;314524;3275.;4;SOKAK;ORTA GELISMIS;2;11.5
1235434;863019;314525;3274.;4;SOKAK;ORTA GELISMIS;2;1.0
1235435;863019;314526;3265.;4;SOKAK;ORTA GELISMIS;2;0.0
1235436;863019;314527;3271.;4;SOKAK;ORTA GELISMIS;2;1.0
1235437;863019;314529;3254.;4;SOKAK;ORTA GELISMIS;2;84.87
1235438;863019;314530;3250.;4;SOKAK;ORTA GELISMIS;2;101.0
1235439;863019;314531;3266.;4;SOKAK;ORTA GELISMIS;2;1.1
1235440;863019;314532;3253.;4;SOKAK;ORTA GELISMIS;2;65.4
1235441;863019;314535;3225.;4;SOKAK;ORTA GELISMIS;2;123.0
1235442;863019;314536;3237.;4;SOKAK;ORTA GELISMIS;2;496.0
1235443;863019;314537;3239.;4;SOKAK;ORTA GELISMIS;2;33.0
1235444;863019;416702;3207.;4;SOKAK;ORTA GELISMIS;2;1.0
1235445;863019;416714;3209.;4;SOKAK;ORTA GELISMIS;2;0.0
1235446;863019;416715;3279.;4;SOKAK;ORTA GELISMIS;2;0.0
1235447;863019;416716;ŞİLE;3;CADDE;ORTA GELISMIS;2;145.78
1235448;863019;418356;3240.;4;SOKAK;ORTA GELISMIS;2;12.2
1235449;863019;418357;3205.;4;SOKAK;ORTA GELISMIS;2;205.11
1235450;863019;766160;3210.;4;SOKAK;ORTA GELISMIS;2;0.0
1235451;863019;766162;3212.;4;SOKAK;ORTA GELISMIS;2;212.1
1235452;863019;766163;MANDIRA;3;CADDE;ORTA GELISMIS;2;0.0
1235453;863019;766164;3213.;4;SOKAK;ORTA GELISMIS;2;13.11
1235454;863019;766493;3220.;4;SOKAK;ORTA GELISMIS;2;0.0
1235455;863019;766494;PELİTLİ;3;CADDE;ORTA GELISMIS;2;0.0
1235456;863019;766495;MUSTAFA KEMAL;3;CADDE;ORTA GELISMIS;2;0.0
1235457;863019;766497;3273.;4;SOKAK;ORTA GELISMIS;2;73.11
1235458;863019;766498;3270.;4;SOKAK;ORTA GELISMIS;2;1.0
1235459;863019;766500;GEBZE;3;CADDE;ORTA GELISMIS;2;50.231
1235460;863019;766501;3249.;4;SOKAK;ORTA GELISMIS;2;0.0
1235461;863019;766502;3252.;4;SOKAK;ORTA GELISMIS;2;1.0
1235462;863019;766503;3267.;4;SOKAK;ORTA GELISMIS;2;1.0
1235463;863019;766504;3251.;4;SOKAK;ORTA GELISMIS;2;20.111
1235464;863019;766505;ORGANİZE;3;CADDE;ORTA GELISMIS;2;77.12
1235465;863019;766506;3256.;4;SOKAK;ORTA GELISMIS;2;60.1
1235466;863019;766507;PELİTLİ YOLU;3;CADDE;ORTA GELISMIS;2;0.0
1235467;863019;766508;3242.;4;SOKAK;ORTA GELISMIS;2;14.44
1235468;863019;766510;3235.;4;SOKAK;ORTA GELISMIS;2;0.0
1235469;863019;766514;3236.;4;SOKAK;ORTA GELISMIS;2;0.0
1235470;863019;766572;3238.;4;SOKAK;ORTA GELISMIS;2;21.1
1235471;863019;766573;3206.;4;SOKAK;ORTA GELISMIS;2;6.01
1235472;863019;766574;3222.;4;SOKAK;ORTA GELISMIS;2;0.0
1235473;863019;766575;3248.;4;SOKAK;ORTA GELISMIS;2;0.0
1235474;863019;766576;3203.;4;SOKAK;ORTA GELISMIS;2;203.11
1235475;863019;766577;3208.;4;SOKAK;ORTA GELISMIS;2;0.0
1235476;863019;766579;3216.;4;SOKAK;ORTA GELISMIS;2;0.0
1235477;863019;766580;3215.;4;SOKAK;ORTA GELISMIS;2;0.0
1235478;863019;766581;3221.;4;SOKAK;ORTA GELISMIS;2;0.0
1235479;863019;766582;3219.;4;SOKAK;ORTA GELISMIS;2;0.0
1235480;863019;862782;3255.;4;SOKAK;ORTA GELISMIS;2;1.0
1235481;863019;862783;3257.;4;SOKAK;ORTA GELISMIS;2;57.1
1235482;863019;862784;3233.;4;SOKAK;ORTA GELISMIS;2;12.29
1235483;863019;862785;3201.;4;SOKAK;ORTA GELISMIS;2;1.01
1235484;863019;862786;3245.;4;SOKAK;ORTA GELISMIS;2;0.0
1235485;863019;862787;3229.;4;SOKAK;ORTA GELISMIS;2;12.14
1235486;863019;862788;3230.;4;SOKAK;ORTA GELISMIS;2;0.0
1235487;863019;862789;3232.;4;SOKAK;ORTA GELISMIS;2;12.15
1235488;863019;862790;3241.;4;SOKAK;ORTA GELISMIS;2;0.0
1235489;863019;862791;3234.;4;SOKAK;ORTA GELISMIS;2;0.0
1235490;863019;862792;3226.;4;SOKAK;ORTA GELISMIS;2;0.0
1235491;863019;862793;3223.;4;SOKAK;ORTA GELISMIS;2;0.0
1235492;863019;862794;3243/1.;4;SOKAK;ORTA GELISMIS;2;996.0
1235493;863019;862795;3228.;4;SOKAK;ORTA GELISMIS;2;0.0
1235494;863019;862796;3247.;4;SOKAK;ORTA GELISMIS;2;0.0
1235495;863019;862797;3246.;4;SOKAK;ORTA GELISMIS;2;0.0
1235496;863019;862798;3231.;4;SOKAK;ORTA GELISMIS;2;12.21
1235497;863019;862799;3244.;4;SOKAK;ORTA GELISMIS;2;0.0
1235498;863019;862800;3243.;4;SOKAK;ORTA GELISMIS;2;994.0
1235499;863019;862801;3224.;4;SOKAK;ORTA GELISMIS;2;0.0
1235500;863019;862802;3217.;4;SOKAK;ORTA GELISMIS;2;0.0
1235501;863019;862803;3218.;4;SOKAK;ORTA GELISMIS;2;0.0
1235502;863019;862804;3227.;4;SOKAK;ORTA GELISMIS;2;995.0
1235503;863019;870854;3219/1.;4;SOKAK;ORTA GELISMIS;2;0.0
1235504;863019;911499;700.(GOSB'DA KALIYOR);4;SOKAK;ORTA GELISMIS;2;0.0
1235505;863019;20118972;3211.;4;SOKAK;ORTA GELISMIS;2;0.0
1235506;863019;40919433;ANADOLU;3;CADDE;ORTA GELISMIS;2;0.0
1235507;863019;72868920;3258.;4;SOKAK;ORTA GELISMIS;2;0.0
1235508;863019;106721291;4872.;4;SOKAK;ORTA GELISMIS;2;72.1
1235509;863019;124687571;4867.;4;SOKAK;ORTA GELISMIS;2;67.11
1235510;863019;128588411;4855/1.;4;SOKAK;ORTA GELISMIS;2;55.113
1235511;863019;149981571;4863.;4;SOKAK;ORTA GELISMIS;2;63.1
1235512;863019;150095331;4869.;4;SOKAK;ORTA GELISMIS;2;69.1
1235513;863019;172243461;3254/1.;4;SOKAK;ORTA GELISMIS;2;54.1
1235514;863019;174949641;3272/8.;4;SOKAK;ORTA GELISMIS;2;72.8
1235515;863019;178374441;3204.;4;SOKAK;ORTA GELISMIS;2;204.1
1235516;863019;180585451;4873.;4;SOKAK;ORTA GELISMIS;2;4873.1
1235517;863019;184009291;3212/2.;4;SOKAK;ORTA GELISMIS;2;12.22
1235518;863019;188923231;4867/1.;4;SOKAK;ORTA GELISMIS;2;67.1
1235519;863019;243244851;3248/1.;4;SOKAK;ORTA GELISMIS;2;48.1
1235520;863019;244422611;3252/5.;4;SOKAK;ORTA GELISMIS;2;52.5
1235521;863019;245813241;4865.;4;SOKAK;ORTA GELISMIS;2;65.1
1235522;863019;249824800;3260.;4;SOKAK;ORTA GELISMIS;2;60.0
1235523;863019;268757991;4856/1.;4;SOKAK;ORTA GELISMIS;2;56.1
1235524;863019;281073161;3256/3.;4;SOKAK;ORTA GELISMIS;2;56.3
1235525;863019;291932651;3252/3.;4;SOKAK;ORTA GELISMIS;2;52.03
1235526;863019;298983011;3256/2.;4;SOKAK;ORTA GELISMIS;2;56.2
1235527;863019;305117601;4858.;4;SOKAK;ORTA GELISMIS;2;5.8
1235528;863019;313471641;4856.;4;SOKAK;ORTA GELISMIS;2;56.111
1235529;863019;326021791;3248/2.;4;SOKAK;ORTA GELISMIS;2;48.2
1235530;863019;330418981;4869/1.;4;SOKAK;ORTA GELISMIS;2;69.11
1235531;863019;358250091;4866.;4;SOKAK;ORTA GELISMIS;2;66.1
1235532;863019;367607421;3252/6.;4;SOKAK;ORTA GELISMIS;2;52.6
1235533;863019;373936831;3205/1.;4;SOKAK;ORTA GELISMIS;2;205.1
1235534;863019;407671701;KUMTEPE;3;CADDE;ORTA GELISMIS;2;32.66
1235535;863019;412365300;3272.;4;SOKAK;ORTA GELISMIS;2;21.22
1235536;863019;413302181;3254/2.;4;SOKAK;ORTA GELISMIS;2;58.2
1235537;863019;414271621;3252/4.;4;SOKAK;ORTA GELISMIS;2;52.4
1235538;863019;428123131;4857/1.;4;SOKAK;ORTA GELISMIS;2;57.111
1235539;863019;428873311;3272/6.;4;SOKAK;ORTA GELISMIS;2;72.6
1235540;863019;460753961;4870.;4;SOKAK;ORTA GELISMIS;2;70.1
