id;mahalle_kod;kod;ad;sokak_turu;sokak_turu_aciklama;gelisim_durumu_aciklama;gelisim_durumu_kodu;sabit_tanitim_numarasi
888349;100009;251144;KAZMA_11;3;CADDE;ORTA GELISMIS;2;3.0
888350;100009;257579;90004.;4;SOKAK;ORTA GELISMIS;2;5.0
888351;100009;319840;90002.;4;SOKAK;ORTA GELISMIS;2;4.0
888352;100009;319843;90003.;4;SOKAK;ORTA GELISMIS;2;23.0
888353;100009;319844;90005.;4;SOKAK;ORTA GELISMIS;2;21.0
888354;100009;319845;90006.;4;SOKAK;ORTA GELISMIS;2;10.0
888355;100009;319846;90007.;4;SOKAK;ORTA GELISMIS;2;17.0
888356;100009;319848;90009.;4;SOKAK;ORTA GELISMIS;2;6.0
888357;100009;319850;90012.;4;SOKAK;ORTA GELISMIS;2;16.0
888358;100009;354678;90001.;4;SOKAK;ORTA GELISMIS;2;25.0
888359;100009;444209;90008.;4;SOKAK;ORTA GELISMIS;2;14.0
888360;100009;715565;90021.;4;SOKAK;ORTA GELISMIS;2;9.0
888361;100009;719404;90011.;4;SOKAK;ORTA GELISMIS;2;7.0
888362;100009;719405;90014.;4;SOKAK;ORTA GELISMIS;2;18.0
888363;100009;719406;90013.;4;SOKAK;ORTA GELISMIS;2;8.0
888364;100009;719410;90016.;4;SOKAK;ORTA GELISMIS;2;20.0
888365;100009;719414;90015.;4;SOKAK;ORTA GELISMIS;2;19.0
888366;100009;719416;90033.;4;SOKAK;ORTA GELISMIS;2;32.0
888367;100009;719418;90022.;4;SOKAK;ORTA GELISMIS;2;26.0
888368;100009;719422;90010.;4;SOKAK;ORTA GELISMIS;2;15.0
888369;100009;727753;90018.;4;SOKAK;ORTA GELISMIS;2;22.0
888370;100009;727755;90017.;4;SOKAK;ORTA GELISMIS;2;11.0
888371;100009;727757;90020.;4;SOKAK;ORTA GELISMIS;2;24.0
888372;100009;727762;90023.;4;SOKAK;ORTA GELISMIS;2;12.0
888373;100009;727764;90024.;4;SOKAK;ORTA GELISMIS;2;28.0
888374;100009;727766;90025.;4;SOKAK;ORTA GELISMIS;2;13.0
888375;100009;727767;90026.;4;SOKAK;ORTA GELISMIS;2;36.0
888376;100009;727770;90019.;4;SOKAK;ORTA GELISMIS;2;27.0
888377;100009;727774;90027.;4;SOKAK;ORTA GELISMIS;2;29.0
888378;100009;727776;90029.;4;SOKAK;ORTA GELISMIS;2;30.0
888379;100009;727777;90031.;4;SOKAK;ORTA GELISMIS;2;31.0
888380;100009;727781;90037.;4;SOKAK;ORTA GELISMIS;2;34.0
888381;100009;727783;90039.;4;SOKAK;ORTA GELISMIS;2;35.0
888382;100009;727785;90035.;4;SOKAK;ORTA GELISMIS;2;33.0
888383;100009;858278;PROF.DR.NECMEDDİN ERBAKAN;2;BULVAR;ORTA GELISMIS;2;2.0
888384;100009;858280;90028.;4;SOKAK;ORTA GELISMIS;2;37.0
888385;100009;858281;90030.;4;SOKAK;ORTA GELISMIS;2;38.0
888386;100009;858282;90032.;4;SOKAK;ORTA GELISMIS;2;39.0
888387;100009;858306;BATI ÇEVRE YOLU;2;BULVAR;ORTA GELISMIS;2;1.0
888388;100009;919016;90008/1.;4;SOKAK;ORTA GELISMIS;2;8.01
888389;100009;1259635;90001/1.;4;SOKAK;ORTA GELISMIS;2;63.0
888390;100009;1294715;90060.;4;SOKAK;ORTA GELISMIS;2;64.0
888391;100009;450434861;KAZMA.;5;KÜME EVLER;ORTA GELISMIS;2;3.01
888392;100009;556321940;90030/1.;4;SOKAK;ORTA GELISMIS;2;12345.0
888393;100009;563227380;90062.;4;SOKAK;ORTA GELISMIS;2;62.1
888394;100009;970951290;90061.;4;SOKAK;ORTA GELISMIS;2;11111.0
888395;100010;88235;FATİH SULTAN MEHMET;3;CADDE;ORTA GELISMIS;2;1.0
888396;100010;158819;KAPIAÇMAZ-1;5;KÜME EVLER;GELISMEMIS;3;184.0
888397;100010;158820;LALE;4;SOKAK;GELISMEMIS;3;2.0
888398;100010;158821;MEHMET AKİF ERSOY;3;CADDE;GELISMIS;1;101.0
888399;100010;158824;YEŞİLBAŞ;4;SOKAK;ORTA GELISMIS;2;103.0
888400;100010;163750;HASTAHANE;3;CADDE;ORTA GELISMIS;2;104.0
888401;100010;398283;KÜPELİ;4;SOKAK;ORTA GELISMIS;2;128.0
