id;mahalle_kod;kod;ad;sokak_turu;sokak_turu_aciklama;gelisim_durumu_aciklama;gelisim_durumu_kodu;sabit_tanitim_numarasi
1230797;640912;189429041;BAYATDÜZÜ;5;KÜME EVLER;ORTA GELISMIS;2;1.0
1230798;641407;424739;YUNUSLAR MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;0.0
1230799;641407;424742;ÜĞÜMCE MERKEZ MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;0.0
1230800;641407;424743;PİRAHMETLER MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;0.0
1230801;641407;457166;KARACALAR MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;0.0
1230802;641407;753755;KÖSELER MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;0.0
1230803;641407;753761;KÜÇÜK ÜĞÜMCE MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;0.0
1230804;645945;200404;3525.;4;SOKAK;ORTA GELISMIS;2;0.0
1230805;645945;200405;3511.;4;SOKAK;ORTA GELISMIS;2;0.0
1230806;645945;291404;3540.;4;SOKAK;ORTA GELISMIS;2;0.0
1230807;645945;291405;3556.;4;SOKAK;ORTA GELISMIS;2;14.5
1230808;645945;291407;3558.;4;SOKAK;ORTA GELISMIS;2;0.0
1230809;645945;291411;3501.;4;SOKAK;ORTA GELISMIS;2;360.61
1230810;645945;291412;3510.;4;SOKAK;ORTA GELISMIS;2;0.0
1230811;645945;291413;3520.;4;SOKAK;ORTA GELISMIS;2;0.0
1230812;645945;765050;3550.;4;SOKAK;ORTA GELISMIS;2;0.0
1230813;645945;765051;3555.;4;SOKAK;ORTA GELISMIS;2;0.0
1230814;645945;765053;3542.;4;SOKAK;ORTA GELISMIS;2;23.0
1230815;645945;765055;3557.;4;SOKAK;ORTA GELISMIS;2;0.0
1230816;645945;765056;KANCILI;3;CADDE;ORTA GELISMIS;2;0.0
1230817;645945;766790;DURAKLI;3;CADDE;ORTA GELISMIS;2;0.0
1230818;645945;861101;3515.;4;SOKAK;ORTA GELISMIS;2;9217.0
1230819;645945;19151034;KURUÇEŞME;3;CADDE;ORTA GELISMIS;2;122.6
1230820;645945;86284940;3541.;4;SOKAK;ORTA GELISMIS;2;0.0
1230821;645945;89602247;GÖLCÜK;3;CADDE;ORTA GELISMIS;2;2.1
1230822;645945;845830120;3559;4;SOKAK;ORTA GELISMIS;2;95.0
1230823;645945;956493640;3524.;4;SOKAK;ORTA GELISMIS;2;144.0
1230824;649749;371786;MESRURIYE;5;KÜME EVLER;ORTA GELISMIS;2;991.0
1230825;650689;288362;540;4;SOKAK;ORTA GELISMIS;2;41.03
1230826;650689;288365;541;4;SOKAK;ORTA GELISMIS;2;42.01
1230827;650689;315961;573;4;SOKAK;ORTA GELISMIS;2;74.0
1230828;650689;315962;564;4;SOKAK;ORTA GELISMIS;2;65.0
1230829;650689;315963;559;4;SOKAK;ORTA GELISMIS;2;60.0
1230830;650689;315964;549;4;SOKAK;ORTA GELISMIS;2;50.01
1230831;650689;315965;550;4;SOKAK;ORTA GELISMIS;2;51.01
1230832;650689;315966;558;4;SOKAK;ORTA GELISMIS;2;59.0
1230833;650689;315967;551;4;SOKAK;ORTA GELISMIS;2;52.0
1230834;650689;315968;535;4;SOKAK;ORTA GELISMIS;2;36.02
1230835;650689;315969;534;4;SOKAK;ORTA GELISMIS;2;35.02
1230836;650689;315970;528;4;SOKAK;ORTA GELISMIS;2;29.01
1230837;650689;315971;529;4;SOKAK;ORTA GELISMIS;2;30.03
1230838;650689;315972;515;4;SOKAK;ORTA GELISMIS;2;16.0
1230839;650689;315973;520;4;SOKAK;ORTA GELISMIS;2;21.01
