id;mahalle_kod;kod;ad;sokak_turu;sokak_turu_aciklama;gelisim_durumu_aciklama;gelisim_durumu_kodu;sabit_tanitim_numarasi
1228391;520585;150005;MERKEZ10;5;KÜME EVLER;ORTA GELISMIS;2;1.0
1228392;520585;654559;KARAÇAY;5;KÜME EVLER;ORTA GELISMIS;2;1.0
1228393;521401;195648;DELİHASANLAR MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;0.0
1228394;521401;750333;KARAMANLI MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;0.0
1228395;524215;171291;ALTINOLUK;5;KÜME EVLER;ORTA GELISMIS;2;1.0
1228396;525337;187154;KARADİVAN DAVUTLAR MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;0.0
1228397;525337;187157;BESTİLLER MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;0.0
1228398;525337;270257;EMİRLER MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;0.0
1228399;525337;442720;AYDINLIK MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;0.0
1228400;525337;765892;KEMERLER MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;0.0
1228401;525972;750390;ÇALCA MERKEZ MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;560.01
1228402;525972;754624;KOCAÇALCA MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;0.0
1228403;527143;35417021;KEKLİKDERE;5;KÜME EVLER;ORTA GELISMIS;2;1.0
1228404;527382;41399;GAZİ;2;BULVAR;ORTA GELISMIS;2;212.0
1228405;527382;526803;ÇEVREKÖY MÜCAVİR;5;KÜME EVLER;ORTA GELISMIS;2;1.0
1228406;527382;843307;1.İNCİRLİK;4;SOKAK;ORTA GELISMIS;2;1.01
1228407;527382;843308;2.İNCİRLİK;4;SOKAK;ORTA GELISMIS;2;1.02
1228408;527382;843485;1.AKSOY;4;SOKAK;ORTA GELISMIS;2;1.03
1228409;527382;843486;2.AKSOY;4;SOKAK;ORTA GELISMIS;2;1.04
1228410;527382;843487;3.AKSOY;4;SOKAK;ORTA GELISMIS;2;1.05
1228411;527382;843488;4.AKSOY;4;SOKAK;ORTA GELISMIS;2;1.0
1228412;527382;919033;1.AKSE ÇAMLIK;4;SOKAK;ORTA GELISMIS;2;53.01
1228413;527382;919034;2.AKSE ÇAMLIK;4;SOKAK;ORTA GELISMIS;2;53.02
1228414;527382;919035;3.AKSE ÇAMLIK;4;SOKAK;ORTA GELISMIS;2;53.03
1228415;527382;1044627;FATİH SULTAN MEHMET;3;CADDE;ORTA GELISMIS;2;1.0
1228416;527382;1143999;ŞEHİT İSMAİL ÇETİN;3;CADDE;ORTA GELISMIS;2;18.0
1228417;527382;1226853;1.ÇAM;4;SOKAK;ORTA GELISMIS;2;0.0
1228418;527382;1226859;ÇEVREKÖY;3;CADDE;ORTA GELISMIS;2;213.0
1228419;527382;1229669;1.KARAKURT;4;SOKAK;ORTA GELISMIS;2;214.0
1228420;527382;1288325;3.İNCİRLİK;4;SOKAK;ORTA GELISMIS;2;215.0
1228421;527382;1288327;4.İNCİRLİK;4;SOKAK;ORTA GELISMIS;2;216.0
1228422;527382;20529681;ALİŞANLAR;4;SOKAK;ORTA GELISMIS;2;5.0
1228423;527382;34395707;HACIBEKİRLER;5;KÜME EVLER;ORTA GELISMIS;2;4.0
1228424;527382;40336786;YENİCEKÖY;3;CADDE;ORTA GELISMIS;2;3.0
1228425;527382;45171147;KILCAN MÜCAVİR;5;KÜME EVLER;ORTA GELISMIS;2;2.0
1228426;527382;108755160;601.;4;SOKAK;ORTA GELISMIS;2;601.0
1228427;527382;176022020;607.;4;SOKAK;ORTA GELISMIS;2;607.0
1228428;527382;201480520;616.;4;SOKAK;ORTA GELISMIS;2;616.0
1228429;527382;260500540;611.;4;SOKAK;ORTA GELISMIS;2;611.0
1228430;527382;275258070;608.;4;SOKAK;ORTA GELISMIS;2;608.0
1228431;527382;284885000;602.;4;SOKAK;ORTA GELISMIS;2;602.0
1228432;527382;314041970;609.;4;SOKAK;ORTA GELISMIS;2;609.0
1228433;527382;384331080;604.;4;SOKAK;ORTA GELISMIS;2;604.0
1228434;527382;384632460;603.;4;SOKAK;ORTA GELISMIS;2;603.0
1228435;527382;410668870;615.;4;SOKAK;ORTA GELISMIS;2;615.0
1228436;527382;510030100;612.;4;SOKAK;ORTA GELISMIS;2;612.0
1228437;527382;580853250;618.;4;SOKAK;ORTA GELISMIS;2;618.0
1228438;527382;584599180;606.;4;SOKAK;ORTA GELISMIS;2;606.0
1228439;527382;679710690;613.;4;SOKAK;ORTA GELISMIS;2;613.0
1228440;527382;734880330;605.;4;SOKAK;ORTA GELISMIS;2;605.0
1228441;527382;863413690;614.;4;SOKAK;ORTA GELISMIS;2;614.0
1228442;527382;966811500;617.;4;SOKAK;ORTA GELISMIS;2;617.0
1228443;527382;993983560;610.;4;SOKAK;ORTA GELISMIS;2;610.0
1228444;529248;498256;YOĞUNDERE;5;KÜME EVLER;ORTA GELISMIS;2;1.01
1228445;529248;503442;KABURLU;5;KÜME EVLER;ORTA GELISMIS;2;1.0
1228446;529677;1534659;KIZILDÜZ;4;SOKAK;ORTA GELISMIS;2;1.0
1228447;531707;53492;ADIÖREN MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;0.0
1228448;531707;247210;BEKTAŞLI MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;0.0
1228449;531707;367559;KALBURCU MERKEZ MEVKII;5;KÜME EVLER;ORTA GELISMIS;2;1.0
1228450;531707;422426;KUMLUK MEVKİ MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;0.0
1228451;531707;422428;OLUKLU MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;0.0
1228452;533497;174219;KANUNİ;4;SOKAK;ORTA GELISMIS;2;3.0
1228453;533497;174221;DANA MOLLA;4;SOKAK;ORTA GELISMIS;2;2.0
1228454;533497;45376167;KARANFİL;4;SOKAK;ORTA GELISMIS;2;34.0
1228455;533497;115460410;HÜRRİYET/2;4;SOKAK;ORTA GELISMIS;2;27.0
1228456;533497;145306460;TERCÜMAN;4;SOKAK;ORTA GELISMIS;2;24.0
1228457;533497;200131400;SADE;4;SOKAK;ORTA GELISMIS;2;28.0
1228458;533497;239410811;GÖKKUŞAĞI;4;SOKAK;ORTA GELISMIS;2;2454.0
1228459;533497;245397930;HÜRRİYET/5;4;SOKAK;ORTA GELISMIS;2;26.0
1228460;533497;348214541;SAKARYA;4;SOKAK;ORTA GELISMIS;2;33.0
1228461;533497;493185120;EMİR İBRAHİM YİNAL CADDESİ;3;CADDE;ORTA GELISMIS;2;14.0
1228462;533497;499949401;KARAKOYUNLU;4;SOKAK;ORTA GELISMIS;2;751.0
1228463;533497;545386160;AKKOYUNLU;4;SOKAK;ORTA GELISMIS;2;32.0
1228464;533497;564951951;TALAS;4;SOKAK;ORTA GELISMIS;2;37.0
1228465;533497;570003581;TÖRE;4;SOKAK;ORTA GELISMIS;2;524.0
1228466;533497;618554170;SİTELER/1;4;SOKAK;ORTA GELISMIS;2;18.0
1228467;533497;665444790;KÜRŞAD;4;SOKAK;ORTA GELISMIS;2;22.0
1228468;533497;689819841;FİDAN;4;SOKAK;ORTA GELISMIS;2;4142.0
1228469;533497;725451060;4 EYLÜL;4;SOKAK;ORTA GELISMIS;2;31.0
1228470;533497;819860360;KANUNİ OKUL/1;4;SOKAK;ORTA GELISMIS;2;19.0
1228471;533497;834423760;DUMLUPINAR;4;SOKAK;ORTA GELISMIS;2;4.0
1228472;533497;851468350;KANUNİ OKUL/2;4;SOKAK;ORTA GELISMIS;2;21.0
1228473;533497;997265231;HÜRRİYET;3;CADDE;ORTA GELISMIS;2;1.0
1228474;536128;425506;KARABACAKLAR MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;6200.61
1228475;536128;751629;KAYAPINARI MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;0.0
1228476;536128;751780;KANATLAR MERKEZ MEVKII;5;KÜME EVLER;ORTA GELISMIS;2;147.74
1228477;536128;753306;PİRCELER MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;140.0
1228478;536128;754896;KADIKÖY MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;0.0
1228479;536672;546905;SARAYÖZÜ;5;KÜME EVLER;ORTA GELISMIS;2;1.0
1228480;537944;18435867;20603;4;SOKAK;ORTA GELISMIS;2;110.0
1228481;537944;92237338;20570;4;SOKAK;ORTA GELISMIS;2;74.0
1228482;537944;105851071;20515;4;SOKAK;ORTA GELISMIS;2;123.0
1228483;537944;112040211;20583;4;SOKAK;ORTA GELISMIS;2;87.0
1228484;537944;129111600;20594;4;SOKAK;ORTA GELISMIS;2;5.0
1228485;537944;142935340;20598;4;SOKAK;ORTA GELISMIS;2;102.0
1228486;537944;153414641;20589;4;SOKAK;ORTA GELISMIS;2;93.0
1228487;537944;157354671;20524;4;SOKAK;ORTA GELISMIS;2;141.0
1228488;537944;160477061;20533;4;SOKAK;ORTA GELISMIS;2;146.0
1228489;537944;170219241;20558;4;SOKAK;ORTA GELISMIS;2;62.0
1228490;537944;174549501;20607;4;SOKAK;ORTA GELISMIS;2;114.1
1228491;537944;178253651;20521;4;SOKAK;ORTA GELISMIS;2;137.0
1228492;537944;184703691;20564;4;SOKAK;ORTA GELISMIS;2;68.0
1228493;537944;203186061;20561;4;SOKAK;ORTA GELISMIS;2;65.0
1228494;537944;231707491;20544;4;SOKAK;ORTA GELISMIS;2;109.0
1228495;537944;251575871;20510;4;SOKAK;ORTA GELISMIS;2;125.0
1228496;537944;256971111;20512;4;SOKAK;ORTA GELISMIS;2;132.0
1228497;537944;258397621;20516;4;SOKAK;ORTA GELISMIS;2;124.0
1228498;537944;263322391;20547;4;SOKAK;ORTA GELISMIS;2;107.0
1228499;537944;264887261;20587;4;SOKAK;ORTA GELISMIS;2;91.0
1228500;537944;268567651;20588;4;SOKAK;ORTA GELISMIS;2;92.0
1228501;537944;269804410;20602;4;SOKAK;ORTA GELISMIS;2;12.0
1228502;537944;271050141;20549;4;SOKAK;ORTA GELISMIS;2;112.0
1228503;537944;272003021;20548;4;SOKAK;ORTA GELISMIS;2;113.0
1228504;537944;281163661;20505;4;SOKAK;ORTA GELISMIS;2;9.1
1228505;537944;283293401;20578;4;SOKAK;ORTA GELISMIS;2;82.0
1228506;537944;292818541;20536;4;SOKAK;ORTA GELISMIS;2;133.0
1228507;537944;301612771;20532;4;SOKAK;ORTA GELISMIS;2;149.0
1228508;537944;322462901;20540;4;SOKAK;ORTA GELISMIS;2;118.0
1228509;537944;324957311;20609;4;SOKAK;ORTA GELISMIS;2;116.1
1228510;537944;332498971;20553;4;SOKAK;ORTA GELISMIS;2;106.0
1228511;537944;334232371;20611;4;SOKAK;ORTA GELISMIS;2;118.1
1228512;537944;351492850;20595;4;SOKAK;ORTA GELISMIS;2;6.0
1228513;537944;351890341;20531;4;SOKAK;ORTA GELISMIS;2;147.0
1228514;537944;357117201;20610;4;SOKAK;ORTA GELISMIS;2;117.1
