id;mahalle_kod;kod;ad;sokak_turu;sokak_turu_aciklama;gelisim_durumu_aciklama;gelisim_durumu_kodu;sabit_tanitim_numarasi
1232746;740126;748568;DOĞANCILI MERKEZ MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;0.0
1232747;740126;748939;SARISU MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;0.0
1232748;740845;583466;GÜÇLÜ;5;KÜME EVLER;ORTA GELISMIS;2;1.0
1232749;740845;618777;DURAKLI;5;KÜME EVLER;ORTA GELISMIS;2;2.0
1232750;743757;190334;BABAKÖY MERKEZ MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;0.0
1232751;743757;749145;MOLLAHASAN PINARI MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;4320.61
1232752;743757;755819;KARAKAYA MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;0.0
1232753;743757;755836;ARİFAĞA;4;SOKAK;ORTA GELISMIS;2;0.0
1232754;743757;935935;KANDIRA-KEFKEN YOLU;3;CADDE;ORTA GELISMIS;2;45.665
1232755;743757;58869538;SARISU;3;CADDE;ORTA GELISMIS;2;999.0
1232756;743757;570286231;KUŞÇU;4;SOKAK;ORTA GELISMIS;2;57.0
1232757;743823;763160;KAYMAZ MERKEZ MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;0.0
1232758;743823;763877;KÜÇÜK HASANLI MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;0.0
1232759;743823;764818;OMURCALI MEVKII;5;KÜME EVLER;ORTA GELISMIS;2;0.0
1232760;749242;144271;1.TOMURCUK;4;SOKAK;ORTA GELISMIS;2;173.0
1232761;749242;144272;2.UĞURLU;4;SOKAK;ORTA GELISMIS;2;172.0
1232762;749242;144273;3.CESUR;4;SOKAK;ORTA GELISMIS;2;175.0
1232763;749242;144274;ÖZGÜR;4;SOKAK;ORTA GELISMIS;2;174.0
1232764;749242;144278;VELİ;4;SOKAK;ORTA GELISMIS;2;257.0
1232765;749242;144471;3.MEYDAN;4;SOKAK;ORTA GELISMIS;2;240.0
1232766;749242;144472;3.ALİM;4;SOKAK;ORTA GELISMIS;2;243.0
1232767;749242;144473;AKIŞKAN;4;SOKAK;ORTA GELISMIS;2;232.0
1232768;749242;144474;3.BUĞDAY;4;SOKAK;ORTA GELISMIS;2;231.0
1232769;749242;144475;1.HAKAN;4;SOKAK;ORTA GELISMIS;2;225.0
1232770;749242;144476;1.MARMARA;4;SOKAK;ORTA GELISMIS;2;201.0
1232771;749242;144477;MÜLK;4;SOKAK;ORTA GELISMIS;2;195.0
1232772;749242;144478;MİLLET.;4;SOKAK;ORTA GELISMIS;2;193.0
1232773;749242;144479;7.ASKER;4;SOKAK;ORTA GELISMIS;2;235.0
1232774;749242;144480;2.ASLI;4;SOKAK;ORTA GELISMIS;2;238.0
1232775;749242;144481;ÇATAK;4;SOKAK;ORTA GELISMIS;2;237.0
1232776;749242;144482;2.DARI;4;SOKAK;ORTA GELISMIS;2;236.0
1232777;749242;144483;2.AKÇA;4;SOKAK;ORTA GELISMIS;2;223.0
1232778;749242;144484;5.AKIN;4;SOKAK;ORTA GELISMIS;2;242.0
1232779;749242;144485;10.YAVUZ;4;SOKAK;ORTA GELISMIS;2;233.0
1232780;749242;144486;9.YILDIZ;4;SOKAK;ORTA GELISMIS;2;234.0
1232781;749242;144487;3.PAMUK;4;SOKAK;ORTA GELISMIS;2;241.0
1232782;749242;144488;MİRAS;4;SOKAK;ORTA GELISMIS;2;227.0
1232783;749242;144489;2.MISIRLI;4;SOKAK;ORTA GELISMIS;2;229.0
1232784;749242;144490;2.MERVE;4;SOKAK;ORTA GELISMIS;2;230.0
1232785;749242;146833;6.YILDIRIM;4;SOKAK;ORTA GELISMIS;2;215.0
1232786;749242;146834;1.FINDIKLI;4;SOKAK;ORTA GELISMIS;2;209.0
1232787;749242;146835;6.DOĞAN;4;SOKAK;ORTA GELISMIS;2;208.0
1232788;749242;146836;MAKSEM;4;SOKAK;ORTA GELISMIS;2;207.0
1232789;749242;146837;3.GÜÇLÜ;4;SOKAK;ORTA GELISMIS;2;206.0
1232790;749242;146838;4.BAŞARAN;4;SOKAK;ORTA GELISMIS;2;205.0
1232791;749242;146840;MUSABABA.;4;SOKAK;ORTA GELISMIS;2;203.0
1232792;749242;146841;MEHMETÇİK;4;SOKAK;ORTA GELISMIS;2;198.0
1232793;749242;146842;MESUDİYE;4;SOKAK;ORTA GELISMIS;2;197.0
1232794;749242;146843;6.YİĞİT;4;SOKAK;ORTA GELISMIS;2;196.0
1232795;749242;146844;MİLAS;4;SOKAK;ORTA GELISMIS;2;184.0
1232796;749242;146845;3.ÇAM;4;SOKAK;ORTA GELISMIS;2;188.0
1232797;749242;146846;MUALLİM;4;SOKAK;ORTA GELISMIS;2;186.0
1232798;749242;146847;1.MERKEZ;4;SOKAK;ORTA GELISMIS;2;187.0
1232799;749242;146848;MUĞLA;4;SOKAK;ORTA GELISMIS;2;189.0
1232800;749242;146849;6.YAZICI;4;SOKAK;ORTA GELISMIS;2;194.0
1232801;749242;146851;1.MADENCİ;4;SOKAK;ORTA GELISMIS;2;190.0
1232802;749242;146852;2.DÜZGÜN;4;SOKAK;ORTA GELISMIS;2;191.0
1232803;749242;146853;GÜRGEN;4;SOKAK;ORTA GELISMIS;2;41.0
1232804;749242;146854;AKAN;4;SOKAK;ORTA GELISMIS;2;170.0
1232805;749242;146855;7.AKARSU;4;SOKAK;ORTA GELISMIS;2;171.0
1232806;749242;146856;8.MENEKŞE;4;SOKAK;ORTA GELISMIS;2;199.0
1232807;749242;148110;6.ACAR;4;SOKAK;ORTA GELISMIS;2;192.0
1232808;749242;153193;7.ARDIÇ;4;SOKAK;ORTA GELISMIS;2;183.0
1232809;749242;153194;3.NUR;4;SOKAK;ORTA GELISMIS;2;250.0
1232810;749242;153195;4.NUR;4;SOKAK;ORTA GELISMIS;2;253.0
1232811;749242;153196;ÇAL;4;SOKAK;ORTA GELISMIS;2;254.0
1232812;749242;153197;4.GÜVEN;4;SOKAK;ORTA GELISMIS;2;255.0
1232813;749242;153198;2.IHLAMUR;4;SOKAK;ORTA GELISMIS;2;256.0
1232814;749242;153199;2.SÖĞÜT;4;SOKAK;ORTA GELISMIS;2;252.0
1232815;749242;153200;2.BİLGİLİ;4;SOKAK;ORTA GELISMIS;2;249.0
1232816;749242;153710;2.MİMAR;4;SOKAK;ORTA GELISMIS;2;226.0
1232817;749242;153711;8.MERİÇ;4;SOKAK;ORTA GELISMIS;2;202.0
1232818;749242;153712;İHSANİYE;4;SOKAK;ORTA GELISMIS;2;228.0
1232819;749242;153713;2.MEKAN;4;SOKAK;ORTA GELISMIS;2;211.0
1232820;749242;153714;2.YÖRÜK;4;SOKAK;ORTA GELISMIS;2;217.0
1232821;749242;153715;9.ER;4;SOKAK;ORTA GELISMIS;2;216.0
1232822;749242;153716;İMECE;4;SOKAK;ORTA GELISMIS;2;214.0
1232823;749242;153717;5.KARACA;4;SOKAK;ORTA GELISMIS;2;213.0
1232824;749242;153718;2.MALTEPE;4;SOKAK;ORTA GELISMIS;2;212.0
1232825;749242;153719;2.İKİZ;4;SOKAK;ORTA GELISMIS;2;218.0
1232826;749242;153720;2.ALAGEYİK;4;SOKAK;ORTA GELISMIS;2;222.0
1232827;749242;153721;ALABALIK;4;SOKAK;ORTA GELISMIS;2;224.0
1232828;749242;153722;5.ALAN;4;SOKAK;ORTA GELISMIS;2;219.0
1232829;749242;153723;3.ASIR;4;SOKAK;ORTA GELISMIS;2;220.0
1232830;749242;153725;2.BÜYÜK;4;SOKAK;ORTA GELISMIS;2;210.0
1232831;749242;153726;1.ÇEYİZ;4;SOKAK;ORTA GELISMIS;2;248.0
1232832;749242;153727;4.MİNE;4;SOKAK;ORTA GELISMIS;2;247.0
1232833;749242;153728;3.MERMER;4;SOKAK;ORTA GELISMIS;2;246.0
