id;mahalle_kod;kod;ad;sokak_turu;sokak_turu_aciklama;gelisim_durumu_aciklama;gelisim_durumu_kodu;sabit_tanitim_numarasi
1226920;385112;77420;HASANCIKLAR MERKEZ MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;0.0
1226921;385328;186222331;CUMA;5;KÜME EVLER;ORTA GELISMIS;2;1.0
1226922;390021;299295;3924.;4;SOKAK;ORTA GELISMIS;2;0.0
1226923;390021;299296;3913.;4;SOKAK;ORTA GELISMIS;2;0.0
1226924;390021;299297;3922.;4;SOKAK;ORTA GELISMIS;2;0.0
1226925;390021;299298;3950.;4;SOKAK;ORTA GELISMIS;2;4610.61
1226926;390021;299299;3941.;4;SOKAK;ORTA GELISMIS;2;0.0
1226927;390021;299300;GÖLCÜK;3;CADDE;ORTA GELISMIS;2;2.2
1226928;390021;299301;KURUÇEŞME;3;CADDE;ORTA GELISMIS;2;122.6
1226929;390021;299302;KARGALI;3;CADDE;ORTA GELISMIS;2;14.78
1226930;390021;299303;3910.;4;SOKAK;ORTA GELISMIS;2;0.0
1226931;390021;763709;3912.;4;SOKAK;ORTA GELISMIS;2;0.0
1226932;390021;763710;3920.;4;SOKAK;ORTA GELISMIS;2;0.0
1226933;390021;763711;3923.;4;SOKAK;ORTA GELISMIS;2;0.0
1226934;390021;763712;3932.;4;SOKAK;ORTA GELISMIS;2;0.0
1226935;390021;763713;3901.;4;SOKAK;ORTA GELISMIS;2;122.5
1226936;390021;861099;3921.;4;SOKAK;ORTA GELISMIS;2;9215.0
1226937;390021;73399511;3911.;4;SOKAK;ORTA GELISMIS;2;0.0
1226938;390021;125181140;3915.;4;SOKAK;ORTA GELISMIS;2;15.0
1226939;390021;143834260;3916.;4;SOKAK;ORTA GELISMIS;2;16.0
1226940;392407;24843;ZAİMOĞLU;4;SOKAK;ORTA GELISMIS;2;66.0
1226941;392407;24846;ÖMERLER ÇAYIRI;4;SOKAK;ORTA GELISMIS;2;60.0
1226942;392407;24849;ŞABAN PINARI;4;SOKAK;ORTA GELISMIS;2;65.0
1226943;392407;24855;AKSENLER ÇIKMAZI;4;SOKAK;ORTA GELISMIS;2;45.0
1226944;392407;24856;ALTUNCULAR;4;SOKAK;ORTA GELISMIS;2;46.0
1226945;392407;24857;AYAZAĞA ÇIKMAZI;4;SOKAK;ORTA GELISMIS;2;49.0
1226946;392407;24859;BAYHAN ÇIKMAZI;4;SOKAK;ORTA GELISMIS;2;52.0
1226947;392407;24860;BEŞİKTAŞ;4;SOKAK;ORTA GELISMIS;2;51.0
1226948;392407;24861;BEŞİKTAŞ DURAĞI;4;SOKAK;ORTA GELISMIS;2;50.0
1226949;392407;27279;ENVER;4;SOKAK;ORTA GELISMIS;2;53.0
1226950;392407;27287;KINALI ÇAY İÇİ;4;SOKAK;ORTA GELISMIS;2;55.0
1226951;392407;27289;KURDUNUS;4;SOKAK;ORTA GELISMIS;2;58.01
1226952;392407;27290;NAİM BEY;4;SOKAK;ORTA GELISMIS;2;54.02
1226953;392407;27294;SÜLEYMAN SIRRI;4;SOKAK;ORTA GELISMIS;2;64.0
1226954;392407;31412;SEDEF;4;SOKAK;ORTA GELISMIS;2;56.0
1226955;392407;32726;TİTREYEN;4;SOKAK;ORTA GELISMIS;2;65.02
1226956;392407;33364;AHMET PINARI;4;SOKAK;ORTA GELISMIS;2;65.01
1226957;392407;33368;ARAVAN YOLU;4;SOKAK;ORTA GELISMIS;2;66.0
1226958;392407;371614;HALİMKADI;4;SOKAK;ORTA GELISMIS;2;54.0
1226959;392407;371615;KENDİRLİ;4;SOKAK;ORTA GELISMIS;2;56.0
1226960;392407;371616;KISKACI ÇIKMAZI;4;SOKAK;ORTA GELISMIS;2;57.0
1226961;392407;478880;MUMCU;4;SOKAK;ORTA GELISMIS;2;9.0
1226962;392407;487677;PAŞABAĞI1.;4;SOKAK;ORTA GELISMIS;2;61.0
1226963;392407;493646;PAŞABAĞI 3.;4;SOKAK;ORTA GELISMIS;2;63.0
1226964;392407;498988;PAŞABAĞI 2.;4;SOKAK;ORTA GELISMIS;2;62.0
1226965;392407;500584;UTLU ÇIKMAZI;4;SOKAK;ORTA GELISMIS;2;68.0
