id;mahalle_kod;kod;ad;sokak_turu;sokak_turu_aciklama;gelisim_durumu_aciklama;gelisim_durumu_kodu;sabit_tanitim_numarasi
1226355;341057;93168;BAYIR;4;SOKAK;ORTA GELISMIS;2;133.0
1226356;341057;272679;DANYAL;4;SOKAK;ORTA GELISMIS;2;131.0
1226357;341057;272680;DOĞUŞ;4;SOKAK;ORTA GELISMIS;2;127.0
1226358;341057;272681;HUZUR;4;SOKAK;ORTA GELISMIS;2;128.0
1226359;341057;272682;KARMA;4;SOKAK;ORTA GELISMIS;2;120.0
1226360;341057;273020;TEPE;4;SOKAK;ORTA GELISMIS;2;117.0
1226361;341057;273021;IŞIKLI;4;SOKAK;ORTA GELISMIS;2;101.0
1226362;341057;273022;ULUÇ;4;SOKAK;ORTA GELISMIS;2;132.0
1226363;341057;273024;YAŞAR;4;SOKAK;ORTA GELISMIS;2;114.0
1226364;341057;287624;CAFERİ SADIK;3;CADDE;ORTA GELISMIS;2;122.0
1226365;341057;368589;MEHMETÇİK;4;SOKAK;ORTA GELISMIS;2;124.0
1226366;341057;368596;KEVSER;4;SOKAK;ORTA GELISMIS;2;121.0
1226367;341057;368599;SERDAR;4;SOKAK;ORTA GELISMIS;2;138.0
1226368;341057;368600;UĞUR;4;SOKAK;ORTA GELISMIS;2;139.0
1226369;341057;368601;MESUT;4;SOKAK;ORTA GELISMIS;2;140.0
1226370;341057;368602;TANIŞ;4;SOKAK;ORTA GELISMIS;2;144.0
1226371;341057;368604;ÖZGÜN;4;SOKAK;ORTA GELISMIS;2;143.0
1226372;341057;368605;964;4;SOKAK;ORTA GELISMIS;2;141.0
1226373;341057;368606;NEVAL;4;SOKAK;ORTA GELISMIS;2;134.0
1226374;341057;368607;BAGATEKİN;4;SOKAK;ORTA GELISMIS;2;106.0
1226375;341057;368609;BAHAR;4;SOKAK;ORTA GELISMIS;2;142.0
1226376;341057;368610;BOSTANCI;3;CADDE;ORTA GELISMIS;2;102.0
1226377;341057;368612;CABAS;4;SOKAK;ORTA GELISMIS;2;103.0
1226378;341057;433547;DUMLUPINAR;4;SOKAK;ORTA GELISMIS;2;100.0
1226379;341057;433549;YAMAÇ;4;SOKAK;ORTA GELISMIS;2;148.0
1226380;341057;435415;NİSAN;4;SOKAK;ORTA GELISMIS;2;145.0
1226381;341057;435416;ORUN;4;SOKAK;ORTA GELISMIS;2;129.0
1226382;341057;435418;RENGİN;4;SOKAK;ORTA GELISMIS;2;130.0
1226383;341057;435419;KIRLANGIÇ;4;SOKAK;ORTA GELISMIS;2;137.0
1226384;341057;435420;SARMAŞIK;4;SOKAK;ORTA GELISMIS;2;110.0
1226385;341057;435421;SELÇUK;4;SOKAK;ORTA GELISMIS;2;136.0
1226386;341057;447515;BAĞCI;4;SOKAK;ORTA GELISMIS;2;118.0
1226387;341057;453011;FİNİK;4;SOKAK;ORTA GELISMIS;2;116.0
1226388;341057;453012;ŞEHİT SÜLEYMAN DAYAN;4;SOKAK;ORTA GELISMIS;2;135.0
1226389;341057;453015;MEHMET AKİF;4;SOKAK;ORTA GELISMIS;2;99.0
1226390;341057;752425;YILDIRIM;4;SOKAK;ORTA GELISMIS;2;107.0
1226391;341057;863936;BEYAZİT;4;SOKAK;ORTA GELISMIS;2;214.0
1226392;341057;868677;ŞİMŞEK;4;SOKAK;ORTA GELISMIS;2;191.0
1226393;341057;911659;990;4;SOKAK;ORTA GELISMIS;2;283.0
1226394;341057;1001717;986;4;SOKAK;ORTA GELISMIS;2;256.0
1226395;341057;1057275;1003;4;SOKAK;ORTA GELISMIS;2;270.0
1226396;341057;1067379;980;4;SOKAK;ORTA GELISMIS;2;295.0
1226397;341057;1067381;989;4;SOKAK;ORTA GELISMIS;2;273.0
1226398;341057;1067385;983;4;SOKAK;ORTA GELISMIS;2;257.0
1226399;341057;1067387;985;4;SOKAK;ORTA GELISMIS;2;258.0
1226400;341057;1067389;981;4;SOKAK;ORTA GELISMIS;2;252.0
1226401;341057;1067393;984;4;SOKAK;ORTA GELISMIS;2;255.0
1226402;341057;1067395;982;4;SOKAK;ORTA GELISMIS;2;254.0
1226403;341057;1067821;973;4;SOKAK;ORTA GELISMIS;2;281.0
1226404;341057;1067899;994;4;SOKAK;ORTA GELISMIS;2;278.0
1226405;341057;1067901;998;4;SOKAK;ORTA GELISMIS;2;277.0
1226406;341057;1067907;987;4;SOKAK;ORTA GELISMIS;2;259.0
1226407;341057;1067909;988;4;SOKAK;ORTA GELISMIS;2;261.0
1226408;341057;1078234;969;4;SOKAK;ORTA GELISMIS;2;279.0
1226409;341057;1078236;970;4;SOKAK;ORTA GELISMIS;2;280.0
1226410;341057;1078238;991;4;SOKAK;ORTA GELISMIS;2;284.0
1226411;341057;1078845;963;4;SOKAK;ORTA GELISMIS;2;153.0
1226412;341057;1080288;1000;4;SOKAK;ORTA GELISMIS;2;275.0
1226413;341057;1128025;975;4;SOKAK;ORTA GELISMIS;2;213.0
