id;mahalle_kod;kod;ad;sokak_turu;sokak_turu_aciklama;gelisim_durumu_aciklama;gelisim_durumu_kodu;sabit_tanitim_numarasi
1227577;460394;724035;HAKANİYE MERKEZ MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;35.461
1227578;472191;882066021;ÇAKIRSÖĞÜT1;5;KÜME EVLER;ORTA GELISMIS;2;1.0
1227579;473066;81738;MEKTEP;4;SOKAK;ORTA GELISMIS;2;37.01
1227580;473066;81739;BÜYÜK AVLU;4;SOKAK;ORTA GELISMIS;2;37.02
1227581;473066;81740;HAMAM ARALIĞI;4;SOKAK;ORTA GELISMIS;2;37.03
1227582;473066;81741;ŞERMİAZA;4;SOKAK;ORTA GELISMIS;2;37.04
1227583;473066;81743;ŞAKİR TANER;4;SOKAK;ORTA GELISMIS;2;18.0
1227584;473066;81744;PEHLİVANOĞLU;4;SOKAK;ORTA GELISMIS;2;24.0
1227585;473066;81745;İPEK;4;SOKAK;ORTA GELISMIS;2;28.0
1227586;473066;81746;AKŞEHİR;4;SOKAK;ORTA GELISMIS;2;26.0
1227587;473066;81747;BEZİRGAN;4;SOKAK;ORTA GELISMIS;2;21.0
1227588;473066;81748;KÖSEİLYAS;3;CADDE;ORTA GELISMIS;2;12.0
1227589;473066;81749;KAHVECİOĞLU;4;SOKAK;ORTA GELISMIS;2;2.0
1227590;473066;81750;ATAY;4;SOKAK;ORTA GELISMIS;2;10.0
1227591;473066;81751;KABAKÇIOĞLU;4;SOKAK;ORTA GELISMIS;2;6.0
1227592;473066;81752;VAKIF AVLU;4;SOKAK;ORTA GELISMIS;2;3.0
1227593;473066;81753;MESCİT;4;SOKAK;ORTA GELISMIS;2;9.0
1227594;473066;81754;EKMEKÇİOĞLU;4;SOKAK;ORTA GELISMIS;2;8.0
1227595;473066;81755;SAMANYOLU;4;SOKAK;ORTA GELISMIS;2;11.0
1227596;473066;81756;KİRAZ;4;SOKAK;ORTA GELISMIS;2;20.0
1227597;473066;81757;DERİN;4;SOKAK;ORTA GELISMIS;2;16.0
1227598;473066;81758;FİLİZ;4;SOKAK;ORTA GELISMIS;2;17.0
1227599;473066;81783;KAZIM KARABEKİR;3;CADDE;ORTA GELISMIS;2;30.0
1227600;473066;83420;ÖRDEKLİ DERE;3;CADDE;ORTA GELISMIS;2;37.05
1227601;473066;83421;NAMIK KEMAL;3;CADDE;ORTA GELISMIS;2;37.06
1227602;473066;84310;İLKELİ;4;SOKAK;ORTA GELISMIS;2;52.0
1227603;473066;84312;BAĞLAR;4;SOKAK;ORTA GELISMIS;2;50.0
1227604;473066;84313;FABRİKA;4;SOKAK;ORTA GELISMIS;2;51.0
1227605;473066;84314;HİLMİ EFENDİ;4;SOKAK;ORTA GELISMIS;2;53.0
1227606;473066;84315;ŞEVKET CİCİOĞLU;4;SOKAK;ORTA GELISMIS;2;58.0
1227607;473066;84316;BUCAK;4;SOKAK;ORTA GELISMIS;2;37.08
1227608;473066;84317;SEYHAN;4;SOKAK;ORTA GELISMIS;2;37.09
1227609;473066;84318;DERİNKUYU;4;SOKAK;ORTA GELISMIS;2;37.1
1227610;473066;84319;HOCA VELİ;4;SOKAK;ORTA GELISMIS;2;37.11
1227611;473066;84320;HACI HÜRMÜZ;4;SOKAK;ORTA GELISMIS;2;37.12
1227612;473066;84321;KARABAYIR EK;4;SOKAK;ORTA GELISMIS;2;37.13
1227613;473066;84322;ŞEHİT YÜZBAŞI MAYADAĞLI;3;CADDE;ORTA GELISMIS;2;37.14
1227614;473066;84323;TAVANLI;4;SOKAK;ORTA GELISMIS;2;37.15
1227615;473066;84324;KARABAŞ;4;SOKAK;ORTA GELISMIS;2;37.16
1227616;473066;84325;DÖVENCİ;4;SOKAK;ORTA GELISMIS;2;19.0
1227617;473066;84326;HARMAN;4;SOKAK;ORTA GELISMIS;2;14.0
1227618;473066;84327;İSMAİL YAZICI;3;CADDE;ORTA GELISMIS;2;61.0
1227619;473066;84328;MOLLA GÜRANİ;4;SOKAK;ORTA GELISMIS;2;74.0
1227620;473066;84330;HACI İLBEY;4;SOKAK;ORTA GELISMIS;2;48.0
1227621;473066;84331;TAVUKÇU;4;SOKAK;ORTA GELISMIS;2;47.0
1227622;473066;84332;DOĞANCA;4;SOKAK;ORTA GELISMIS;2;43.0
1227623;473066;84333;ŞİRİNE;4;SOKAK;ORTA GELISMIS;2;45.0
1227624;473066;84334;GÜZEL;4;SOKAK;ORTA GELISMIS;2;46.0
1227625;473066;84335;AKYURT;4;SOKAK;ORTA GELISMIS;2;22.0
1227626;473066;84336;ERTÜRK;4;SOKAK;ORTA GELISMIS;2;23.0
1227627;473066;84337;EKİN;4;SOKAK;ORTA GELISMIS;2;40.0
1227628;473066;84338;UZUN HASAN;4;SOKAK;ORTA GELISMIS;2;35.0
1227629;473066;84340;HAFIZ CELAL;4;SOKAK;ORTA GELISMIS;2;66.0
1227630;473066;84341;HÜSEYİN BEY;4;SOKAK;ORTA GELISMIS;2;68.0
1227631;473066;84342;SALİM BOZDOĞAN;4;SOKAK;ORTA GELISMIS;2;72.0
1227632;473066;84343;NAZMİ BEY;4;SOKAK;ORTA GELISMIS;2;71.0
1227633;473066;84344;ÖMER SEYFETTİN;4;SOKAK;ORTA GELISMIS;2;84.0
1227634;473066;84345;GAZİBEY;4;SOKAK;ORTA GELISMIS;2;92.0
1227635;473066;84346;BUDAK;4;SOKAK;ORTA GELISMIS;2;91.0
1227636;473066;84347;YEŞİLIRMAK;4;SOKAK;ORTA GELISMIS;2;90.0
1227637;473066;84348;KIZILIRMAK;4;SOKAK;ORTA GELISMIS;2;85.0
1227638;473066;84349;ÖZYURT;4;SOKAK;ORTA GELISMIS;2;67.0
1227639;473066;84354;ESKİ İSTANBUL;3;CADDE;ORTA GELISMIS;2;37.17
1227640;473066;84355;RIHTIM;3;CADDE;ORTA GELISMIS;2;37.18
1227641;473066;84357;ÇİLİNGİR;4;SOKAK;ORTA GELISMIS;2;49.0
1227642;473066;84358;KARAKOL;4;SOKAK;ORTA GELISMIS;2;55.0
1227643;473066;84359;DERYA;4;SOKAK;ORTA GELISMIS;2;37.2
1227644;473066;84360;MEYDAN;4;SOKAK;ORTA GELISMIS;2;56.0
1227645;473066;220094;MARMARALI;4;SOKAK;ORTA GELISMIS;2;97.0
1227646;473066;220095;BAĞCILAR;4;SOKAK;ORTA GELISMIS;2;96.0
1227647;473066;220096;ÖZÜLKÜ;4;SOKAK;ORTA GELISMIS;2;89.0
1227648;473066;220097;ANIT;4;SOKAK;ORTA GELISMIS;2;27.0
1227649;473066;220098;HALİL DALDİP;4;SOKAK;ORTA GELISMIS;2;70.0
1227650;473066;220099;SABAH;4;SOKAK;ORTA GELISMIS;2;69.0
1227651;473066;220100;DİKBAYIR;4;SOKAK;ORTA GELISMIS;2;64.0
1227652;473066;220101;BURHANETTİN PEKER;4;SOKAK;ORTA GELISMIS;2;65.0
1227653;473066;220971;KOCA YUSUF;4;SOKAK;ORTA GELISMIS;2;73.0
1227654;473066;220972;KÖSE HOCA;4;SOKAK;ORTA GELISMIS;2;82.0
1227655;473066;220973;ÖZBUDAK;4;SOKAK;ORTA GELISMIS;2;80.0
1227656;473066;220974;GÜNDOĞAN;4;SOKAK;ORTA GELISMIS;2;83.0
1227657;473066;220976;FIRAT;4;SOKAK;ORTA GELISMIS;2;39.0
1227658;473066;222220;ÖZDEN;4;SOKAK;ORTA GELISMIS;2;62.0
1227659;473066;222221;TEVFİK BEY;4;SOKAK;ORTA GELISMIS;2;63.0
1227660;473066;222222;MAHRAMLI;4;SOKAK;ORTA GELISMIS;2;60.01
1227661;473066;222223;DERYA ÖNÜ;4;SOKAK;ORTA GELISMIS;2;59.0
1227662;473066;222248;HULİSİ KENTMEN;4;SOKAK;ORTA GELISMIS;2;77.0
1227663;473066;222249;TOMURCUK;4;SOKAK;ORTA GELISMIS;2;78.0
1227664;473066;222250;DİCLE;4;SOKAK;ORTA GELISMIS;2;76.0
1227665;473066;222251;DİK ARA;4;SOKAK;ORTA GELISMIS;2;75.0
1227666;473066;359866;SALI;4;SOKAK;ORTA GELISMIS;2;13.0
1227667;473066;359879;KIRLANGIÇ;4;SOKAK;ORTA GELISMIS;2;88.0
1227668;473066;360239;AYTEN GÖKÇER;4;SOKAK;ORTA GELISMIS;2;38.0
1227669;473066;360641;CEMİL KARABABA;4;SOKAK;ORTA GELISMIS;2;37.21
1227670;473066;368719;ÇİFTLİK ÖNÜ;3;CADDE;ORTA GELISMIS;2;4.0
1227671;473066;368731;ÇİFTLİK;4;SOKAK;ORTA GELISMIS;2;34.0
1227672;473066;368732;ARİF PEHLİVAN;4;SOKAK;ORTA GELISMIS;2;29.0
1227673;473066;368734;ALTINTAŞ;4;SOKAK;ORTA GELISMIS;2;93.0
1227674;473066;368735;ŞEHİT MUSTAFA ETHEM SARICA;4;SOKAK;ORTA GELISMIS;2;79.0
1227675;473066;369165;AĞAÇLI KAHVE;4;SOKAK;ORTA GELISMIS;2;1.0
1227676;473066;369681;TAŞYOL;4;SOKAK;ORTA GELISMIS;2;98.0
1227677;473066;369689;CEYHAN;4;SOKAK;ORTA GELISMIS;2;37.22
1227678;473066;369690;YÜZBAŞI DERVİŞ BEY;4;SOKAK;ORTA GELISMIS;2;37.23
1227679;473066;369691;BALTA;4;SOKAK;ORTA GELISMIS;2;95.0
1227680;473066;369692;BAL;4;SOKAK;ORTA GELISMIS;2;94.0
1227681;473066;369693;KARAM;4;SOKAK;ORTA GELISMIS;2;31.0
1227682;473066;369694;ER;4;SOKAK;ORTA GELISMIS;2;44.0
1227683;473066;369695;VAROL;4;SOKAK;ORTA GELISMIS;2;25.0
1227684;473066;369696;YAYIK;4;SOKAK;ORTA GELISMIS;2;54.0
