id;mahalle_kod;kod;ad;sokak_turu;sokak_turu_aciklama;gelisim_durumu_aciklama;gelisim_durumu_kodu;sabit_tanitim_numarasi
893043;120162;749184;TOYLAR MERKEZ MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;158.458
893044;120162;750192;ÖREN MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;0.0
893045;120162;219602811;KUZEY MARMARA OTOYOLU;2;BULVAR;ORTA GELISMIS;2;1017.0
893046;121525;741564;BODUROĞLU MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;5030.01
893047;121525;741621;ELMACI MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;0.0
893048;121525;746952;KABAKÇI MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;44.0
893049;121525;747591;MANCARCI MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;0.0
893050;121525;227239931;BAYRAKTAR ATATÜRK;3;CADDE;ORTA GELISMIS;2;1.0
893051;121525;739210580;KUZEY MARMARA OTOYOLU;2;BULVAR;ORTA GELISMIS;2;1004.0
893052;124436;897219;AKDİLEK;5;KÜME EVLER;ORTA GELISMIS;2;1.0
893053;124917;725844;SEHA;4;SOKAK;ORTA GELISMIS;2;166.0
893054;124917;726155;OTLUKBELİ;4;SOKAK;ORTA GELISMIS;2;157.0
893055;124917;726156;PREVEZE;4;SOKAK;ORTA GELISMIS;2;158.0
893056;124917;726157;FETİH;4;SOKAK;ORTA GELISMIS;2;115.0
893057;124917;726162;İLHAN KOMAN;4;SOKAK;ORTA GELISMIS;2;186.0
893058;124917;726163;SADRAZAM;4;SOKAK;ORTA GELISMIS;2;164.0
893059;124917;726165;SİNAN;4;SOKAK;ORTA GELISMIS;2;170.0
893060;124917;726166;MUTLU;4;SOKAK;ORTA GELISMIS;2;152.0
893061;124917;726168;MERT;4;SOKAK;ORTA GELISMIS;2;149.0
893062;124917;726169;EKREM DEMİRAY;4;SOKAK;ORTA GELISMIS;2;112.0
893063;124917;726180;REJAT KURUYUCU;4;SOKAK;ORTA GELISMIS;2;162.0
893064;124917;726182;NAMIK KEMAL;4;SOKAK;ORTA GELISMIS;2;155.0
893065;124917;726184;SERHAT;4;SOKAK;ORTA GELISMIS;2;167.0
893066;124917;728032;ER MEYDANI;4;SOKAK;ORTA GELISMIS;2;113.0
893067;124917;732102;TÜRKMEN;4;SOKAK;ORTA GELISMIS;2;175.0
893068;124917;732103;VARNA;4;SOKAK;ORTA GELISMIS;2;176.0
893069;124917;732109;GİRNE;4;SOKAK;ORTA GELISMIS;2;118.0
893070;124917;732111;LEFKOŞA;4;SOKAK;ORTA GELISMIS;2;141.0
893071;124917;732117;MERZİFONLU KARA MUSTAFA PAŞA;4;SOKAK;ORTA GELISMIS;2;150.0
893072;124917;732123;KAVGAZ TABYA;4;SOKAK;ORTA GELISMIS;2;134.0
893073;124917;732125;AYDIN DEMİR;4;SOKAK;ORTA GELISMIS;2;101.0
893074;124917;732128;HÜSEYİN ŞAHİN;4;SOKAK;ORTA GELISMIS;2;129.0
893075;124917;732129;HALİDE EDİP ADIVAR;4;SOKAK;ORTA GELISMIS;2;122.0
893076;124917;732131;AFİFE ŞIPKA;4;SOKAK;ORTA GELISMIS;2;93.0
893077;124917;732133;HÜSEYİN ALKAYA;4;SOKAK;ORTA GELISMIS;2;127.0
893078;124917;754992;KUVAYI MİLLİYE;2;BULVAR;ORTA GELISMIS;2;95.0
893079;124917;826085;SU YOLLARI;5;KÜME EVLER;ORTA GELISMIS;2;168.0
893080;124917;835844;NİSPET;5;KÜME EVLER;ORTA GELISMIS;2;156.0
893081;124917;931630;20002;4;SOKAK;ORTA GELISMIS;2;54.0
893082;124917;932644;ERİBE HÜRKUŞ;4;SOKAK;ORTA GELISMIS;2;55.0
893083;124917;952353;10009;4;SOKAK;ORTA GELISMIS;2;141.01
893084;124917;960562;20013;4;SOKAK;ORTA GELISMIS;2;54.01
893085;124917;998809;20012;4;SOKAK;ORTA GELISMIS;2;54.02
893086;124917;1032440;20014;4;SOKAK;ORTA GELISMIS;2;54.03
893087;124917;1038800;SU YOLLARI KÜME EVLER;4;SOKAK;ORTA GELISMIS;2;138.03
893088;124917;1076840;ŞEHİT ERSAN YENİCE;3;CADDE;ORTA GELISMIS;2;95.01
893089;124917;1167623;20016;4;SOKAK;ORTA GELISMIS;2;893.0
893090;124917;1167625;20017;4;SOKAK;ORTA GELISMIS;2;894.0
893091;124917;1258173;20018;4;SOKAK;ORTA GELISMIS;2;895.0
893092;124917;1358315;KAYALI MEVKİİ;4;SOKAK;ORTA GELISMIS;2;896.0
893093;124917;1382049;20019;4;SOKAK;ORTA GELISMIS;2;897.0
893094;124917;1384495;20021;4;SOKAK;ORTA GELISMIS;2;899.0
893095;124917;1384509;20020;4;SOKAK;ORTA GELISMIS;2;898.0
893096;124917;1394399;20023;4;SOKAK;ORTA GELISMIS;2;901.0
893097;124917;1400861;20025;4;SOKAK;ORTA GELISMIS;2;903.0
893098;124917;1402931;İSMAIL ASLAN;4;SOKAK;ORTA GELISMIS;2;906.0
893099;124917;1403053;20029;4;SOKAK;ORTA GELISMIS;2;907.0
893100;124917;10433175;MUSABEYLİ;5;KÜME EVLER;ORTA GELISMIS;2;1.0
893101;124917;110125150;ŞEHİT POLİS MEMURU NEFİSE ÇETİN ÖZSOY;4;SOKAK;ORTA GELISMIS;2;1003.0
