id;mahalle_kod;kod;ad;sokak_turu;sokak_turu_aciklama;gelisim_durumu_aciklama;gelisim_durumu_kodu;sabit_tanitim_numarasi
1237125;961326;172600;MEHMET EMİN YURDAKUL;3;CADDE;ORTA GELISMIS;2;11.0
1237126;961326;418192;NURETTİN ZENGİ;3;CADDE;ORTA GELISMIS;2;12.0
1237127;961326;850632;BÖLÜK EMİNİ;4;SOKAK;ORTA GELISMIS;2;33.0
1237128;961326;114207421;ÖNDER;4;SOKAK;ORTA GELISMIS;2;56.0
1237129;961326;114586761;DEĞİŞECEK....;4;SOKAK;ORTA GELISMIS;2;35.0
1237130;961326;231125191;MEHMED EMİN REZULZÂDE;4;SOKAK;ORTA GELISMIS;2;50.0
1237131;961326;233641691;PİR GAİP SULTAN;4;SOKAK;ORTA GELISMIS;2;59.0
1237132;961326;319827131;VEHBİ USTA;4;SOKAK;ORTA GELISMIS;2;75.0
1237133;961326;338007070;HÜRRİYET;3;CADDE;ORTA GELISMIS;2;5.0
1237134;961326;346047771;SULTAN ALPARSLAN;4;SOKAK;ORTA GELISMIS;2;22.0
1237135;961326;401354511;İMAM-I AZAM;4;SOKAK;ORTA GELISMIS;2;43.0
1237136;961326;420743691;YAŞAR EKMEN;4;SOKAK;ORTA GELISMIS;2;76.0
1237137;961326;433043511;HALİL RIFAT PAŞA;3;CADDE;ORTA GELISMIS;2;40.0
1237138;961326;453196881;GÜL;4;SOKAK;ORTA GELISMIS;2;37.0
1237139;961326;458676601;HALİL VURGUNCU;4;SOKAK;ORTA GELISMIS;2;41.0
1237140;961326;484333120;ŞEHİT MUSTAFA ŞİMŞEK;4;SOKAK;ORTA GELISMIS;2;66.0
1237141;961326;487264181;YAVUZ KÖYMEN;4;SOKAK;ORTA GELISMIS;2;77.0
1237142;961326;514929400;BABAPINAR/4;4;SOKAK;ORTA GELISMIS;2;23.0
1237143;961326;521906751;TOPAL OSMAN AĞA;4;SOKAK;ORTA GELISMIS;2;73.0
1237144;961326;535247401;LEYLAK;4;SOKAK;ORTA GELISMIS;2;48.0
1237145;961326;545500331;ŞEYH ŞAMİL;4;SOKAK;ORTA GELISMIS;2;70.0
1237146;961326;563244031;SERÇE;4;SOKAK;ORTA GELISMIS;2;69.0
1237147;961326;585778420;SELÇUKLU;4;SOKAK;ORTA GELISMIS;2;67.0
1237148;961326;595312440;TEVFİK BEY;4;SOKAK;ORTA GELISMIS;2;26.0
1237149;961326;613476701;KAZIM KARABEKİR;4;SOKAK;ORTA GELISMIS;2;45.0
1237150;961326;633135631;AKIL BABA;4;SOKAK;ORTA GELISMIS;2;14.0
1237151;961326;702659131;KENGİL;4;SOKAK;ORTA GELISMIS;2;46.0
1237152;961326;724997831;HAMİDZÂDE TAHSİN AĞA;4;SOKAK;ORTA GELISMIS;2;42.0
1237153;961326;726404851;RAUF DENKTAŞ;4;SOKAK;ORTA GELISMIS;2;60.0
1237154;961326;730834611;ARİF DOĞAN KÖYMEN;4;SOKAK;ORTA GELISMIS;2;30.0
1237155;961326;749565821;KURT BABA;4;SOKAK;ORTA GELISMIS;2;47.0
1237156;961326;957351550;DEĞİRMEN;3;CADDE;ORTA GELISMIS;2;8.0
1237157;962019;566412;ŞENYAYLA;5;KÜME EVLER;ORTA GELISMIS;2;2.0
