id;mahalle_kod;kod;ad;sokak_turu;sokak_turu_aciklama;gelisim_durumu_aciklama;gelisim_durumu_kodu;sabit_tanitim_numarasi
1236429;920124;1348935;1023;4;SOKAK;ORTA GELISMIS;2;32.0
1236430;920124;1416447;11005.;4;SOKAK;ORTA GELISMIS;2;5.1
1236431;920124;262519750;1023/2;4;SOKAK;ORTA GELISMIS;2;84.0
1236432;920124;317267550;11007;4;SOKAK;ORTA GELISMIS;2;6.2
1236433;920124;528844421;11003.;4;SOKAK;ORTA GELISMIS;2;282.0
1236434;920124;572786650;11006.;4;SOKAK;ORTA GELISMIS;2;6.1
1236435;920124;603572091;11009.;4;SOKAK;ORTA GELISMIS;2;32.3
1236436;920124;745382650;PROF. DR. MEHMET SAĞLAM;2;BULVAR;ORTA GELISMIS;2;240.0
1236437;920124;953266741;11008.;4;SOKAK;ORTA GELISMIS;2;32.1
1236438;920322;211925;KEÇİOĞLU MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;0.0
1236439;920322;217249;KARAALİLER MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;0.0
1236440;920322;374906;ÇIGIRGANLAR MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;0.0
1236441;920322;696472;KÜTÜKÇÜLER MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;300.01
1236442;920322;763004;AKÇAMEMETLER MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;0.0
1236443;920322;763418660;KÜÇÜK HASANLAR MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;6.0
1236444;920900;363542;KIZILCAPINAR MERKEZ MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;0.0
1236445;920900;751975;KARABIYIKLAR MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;0.0
1236446;921353;82178;226;4;SOKAK;ORTA GELISMIS;2;227.0
1236447;921353;82179;242;4;SOKAK;ORTA GELISMIS;2;243.0
1236448;921353;82188;227;4;SOKAK;ORTA GELISMIS;2;228.0
1236449;921353;82190;243;4;SOKAK;ORTA GELISMIS;2;244.0
1236450;921353;96788;194;4;SOKAK;ORTA GELISMIS;2;196.0
1236451;921353;96799;195;4;SOKAK;ORTA GELISMIS;2;197.0
1236452;921353;99372;295;4;SOKAK;ORTA GELISMIS;2;298.0
1236453;921353;99374;300;4;SOKAK;ORTA GELISMIS;2;303.0
1236454;921353;104868;289;4;SOKAK;ORTA GELISMIS;2;292.0
1236455;921353;104869;288;4;SOKAK;ORTA GELISMIS;2;291.0
1236456;921353;120402;220;4;SOKAK;ORTA GELISMIS;2;221.0
1236457;921353;120444;205;4;SOKAK;ORTA GELISMIS;2;206.0
1236458;921353;120730;221;4;SOKAK;ORTA GELISMIS;2;222.0
1236459;921353;272827;290;4;SOKAK;ORTA GELISMIS;2;293.0
1236460;921353;275725;202;4;SOKAK;ORTA GELISMIS;2;203.0
1236461;921353;309541;297;4;SOKAK;ORTA GELISMIS;2;300.0
1236462;921353;309552;298;4;SOKAK;ORTA GELISMIS;2;301.0
1236463;921353;309559;299;4;SOKAK;ORTA GELISMIS;2;302.0
1236464;921353;350163;238;4;SOKAK;ORTA GELISMIS;2;239.0
1236465;921353;350165;217;4;SOKAK;ORTA GELISMIS;2;218.0
1236466;921353;350927;239;4;SOKAK;ORTA GELISMIS;2;240.0
