id;mahalle_kod;kod;ad;sokak_turu;sokak_turu_aciklama;gelisim_durumu_aciklama;gelisim_durumu_kodu;sabit_tanitim_numarasi
1225339;280883;88031;ŞÜKÜRTEPE;5;KÜME EVLER;ORTA GELISMIS;2;3.0
1225340;280883;88033;GÜLTEPE;4;SOKAK;ORTA GELISMIS;2;1.0
1225341;280883;833899;1.;3;CADDE;ORTA GELISMIS;2;4.0
1225342;280883;833900;2.;3;CADDE;ORTA GELISMIS;2;5.0
1225343;280883;833901;3.;3;CADDE;ORTA GELISMIS;2;6.0
1225344;280883;833902;4.;3;CADDE;ORTA GELISMIS;2;7.0
1225345;280883;833903;5.;3;CADDE;ORTA GELISMIS;2;8.0
1225346;280883;833904;6.;3;CADDE;ORTA GELISMIS;2;9.0
1225347;280883;833905;18.;3;CADDE;ORTA GELISMIS;2;21.0
1225348;280883;833906;21.;3;CADDE;ORTA GELISMIS;2;24.0
1225349;280883;833907;34.;3;CADDE;ORTA GELISMIS;2;37.0
1225350;280883;833908;37.;3;CADDE;ORTA GELISMIS;2;40.0
1225351;280883;833909;7.;4;SOKAK;ORTA GELISMIS;2;10.0
1225352;280883;833910;8.;4;SOKAK;ORTA GELISMIS;2;11.0
1225353;280883;833911;9.;4;SOKAK;ORTA GELISMIS;2;12.0
1225354;280883;833912;10.;4;SOKAK;ORTA GELISMIS;2;13.0
1225355;280883;833913;11.;4;SOKAK;ORTA GELISMIS;2;14.0
1225356;280883;833914;12.;4;SOKAK;ORTA GELISMIS;2;15.0
1225357;280883;833916;14.;4;SOKAK;ORTA GELISMIS;2;17.0
1225358;280883;833918;16.;4;SOKAK;ORTA GELISMIS;2;19.0
1225359;280883;833919;17.;4;SOKAK;ORTA GELISMIS;2;20.0
1225360;280883;833920;19.;4;SOKAK;ORTA GELISMIS;2;22.0
1225361;280883;833921;20.;4;SOKAK;ORTA GELISMIS;2;23.0
1225362;280883;833922;22.;4;SOKAK;ORTA GELISMIS;2;25.0
1225363;280883;833923;23.;4;SOKAK;ORTA GELISMIS;2;26.0
1225364;280883;833924;24.;4;SOKAK;ORTA GELISMIS;2;27.0
1225365;280883;833925;25.;4;SOKAK;ORTA GELISMIS;2;28.0
1225366;280883;833926;26.;4;SOKAK;ORTA GELISMIS;2;29.0
1225367;280883;833927;27.;4;SOKAK;ORTA GELISMIS;2;30.0
1225368;280883;833928;28.;4;SOKAK;ORTA GELISMIS;2;31.0
1225369;280883;833929;29.;4;SOKAK;ORTA GELISMIS;2;32.0
1225370;280883;833930;30.;4;SOKAK;ORTA GELISMIS;2;33.0
1225371;280883;833931;31.;4;SOKAK;ORTA GELISMIS;2;34.0
1225372;280883;833932;32.;4;SOKAK;ORTA GELISMIS;2;35.0
1225373;280883;833933;33.;4;SOKAK;ORTA GELISMIS;2;36.0
1225374;280883;833934;35.;4;SOKAK;ORTA GELISMIS;2;38.0
1225375;280883;833935;36.;4;SOKAK;ORTA GELISMIS;2;39.0
1225376;280883;833936;38.;4;SOKAK;ORTA GELISMIS;2;41.0
1225377;280883;833937;39.;4;SOKAK;ORTA GELISMIS;2;42.0
1225378;280883;833938;40.;4;SOKAK;ORTA GELISMIS;2;43.0
1225379;280883;833939;41.;4;SOKAK;ORTA GELISMIS;2;44.0
1225380;280883;833940;42.;4;SOKAK;ORTA GELISMIS;2;45.0
1225381;280883;833941;43.;4;SOKAK;ORTA GELISMIS;2;46.0
1225382;280883;833942;44.;4;SOKAK;ORTA GELISMIS;2;47.0
1225383;280883;32335101;GEBZE;3;CADDE;ORTA GELISMIS;2;102.0
1225384;280883;176470091;52.;4;SOKAK;ORTA GELISMIS;2;1.52
1225385;280883;203290581;47;4;SOKAK;ORTA GELISMIS;2;1707.0
1225386;280883;220868621;51.;4;SOKAK;ORTA GELISMIS;2;25.22
1225387;280883;238007411;47.;4;SOKAK;ORTA GELISMIS;2;10.47
1225388;280883;275805961;45.;4;SOKAK;ORTA GELISMIS;2;111.2
1225389;280883;286607511;GÖLLER;3;CADDE;ORTA GELISMIS;2;1.1
1225390;280883;400287710;ÇERKEŞLİ OSB YOLU;3;CADDE;ORTA GELISMIS;2;233.0
1225391;280883;457924621;54.;4;SOKAK;ORTA GELISMIS;2;101.91
1225392;280883;469972431;46.;4;SOKAK;ORTA GELISMIS;2;20.4
1225393;280883;482518391;48.;4;SOKAK;ORTA GELISMIS;2;101.99
1225394;280883;493673291;49.;4;SOKAK;ORTA GELISMIS;2;50.45
1225395;280883;516906911;53.;4;SOKAK;ORTA GELISMIS;2;1.53
1225396;280883;531391191;KUYUBAŞI;4;SOKAK;ORTA GELISMIS;2;10.263
1225397;280883;641296120;BAĞ İÇİ;4;SOKAK;ORTA GELISMIS;2;411.0
1225398;280883;692297220;KUZEY MARMARA OTOYOLU;2;BULVAR;ORTA GELISMIS;2;1025.0
1225399;280883;802206920;3432.;4;SOKAK;ORTA GELISMIS;2;6120.02
1225400;280883;815486120;GAZI MUSTAFA KEMAL;3;CADDE;ORTA GELISMIS;2;99.2
1225401;280883;928163471;50.;4;SOKAK;ORTA GELISMIS;2;25.23
1225402;286237;718072;SEKBANLI MERKEZ MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;0.0
1225403;286237;925954;SEKBANLI;3;CADDE;ORTA GELISMIS;2;0.0
1225404;286237;362890311;TOKİ KONUTLARI 10.;4;SOKAK;ORTA GELISMIS;2;1.16
1225405;286237;978358471;TOKİ KONUTLARI 9.;4;SOKAK;ORTA GELISMIS;2;1.15
1225406;288001;125935471;1.;4;SOKAK;ORTA GELISMIS;2;81.0
1225407;288001;285960881;ÇOSB 2.;3;CADDE;ORTA GELISMIS;2;81.0
1225408;288001;422601331;ÇOSB 1.;3;CADDE;ORTA GELISMIS;2;81.0
1225409;288001;470209121;ÇOSB 4.;3;CADDE;ORTA GELISMIS;2;81.0
1225410;288001;778650951;804.;4;SOKAK;ORTA GELISMIS;2;11.0
1225411;288001;873262031;ÇOSB 3.;3;CADDE;ORTA GELISMIS;2;81.0
1225412;289165;316476;YUKARI İRŞADİYE MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;2150.01
1225413;289165;371784;İRŞADİYE MERKEZ MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;71.3
1225414;289165;464761;KURTLAR VADISI MEVKII;5;KÜME EVLER;ORTA GELISMIS;2;71.0
1225415;291633;91843;FATİH1;3;CADDE;ORTA GELISMIS;2;103.0
1225416;291633;91847;30 AĞUSTOS;3;CADDE;ORTA GELISMIS;2;112.0
1225417;291633;91848;AYNUR;3;CADDE;ORTA GELISMIS;2;113.0
1225418;291633;258750;AKBAŞ;4;SOKAK;ORTA GELISMIS;2;75.0
1225419;291633;260422;KUTALMIŞ;4;SOKAK;ORTA GELISMIS;2;74.0
1225420;291633;260452;SİREN;4;SOKAK;ORTA GELISMIS;2;110.0
1225421;291633;260455;ŞUMNU_1;4;SOKAK;ORTA GELISMIS;2;102.0
1225422;291633;411562;ÖZYÜREK;4;SOKAK;ORTA GELISMIS;2;175.0
1225423;291633;472464;NAZIM HİKMET;3;CADDE;ORTA GELISMIS;2;111.0
1225424;291633;472469;ANANAS;4;SOKAK;ORTA GELISMIS;2;82.0
1225425;291633;707793;ÇAMLIBEL;4;SOKAK;ORTA GELISMIS;2;101.0
1225426;291633;707798;GİRAY;4;SOKAK;ORTA GELISMIS;2;109.0
1225427;291633;707804;GÜLERYÜZ;4;SOKAK;ORTA GELISMIS;2;100.0
1225428;291633;707817;İŞGAL;4;SOKAK;ORTA GELISMIS;2;108.0
1225429;291633;707818;PANEL;4;SOKAK;ORTA GELISMIS;2;76.0
1225430;291633;707819;PALMİYE;4;SOKAK;ORTA GELISMIS;2;77.0
1225431;291633;707820;RÜYA;4;SOKAK;ORTA GELISMIS;2;81.0
1225432;291633;707822;RÜZGAR;4;SOKAK;ORTA GELISMIS;2;80.0
1225433;291633;707824;SELİN;4;SOKAK;ORTA GELISMIS;2;107.0
