id;mahalle_kod;kod;ad;sokak_turu;sokak_turu_aciklama;gelisim_durumu_aciklama;gelisim_durumu_kodu;sabit_tanitim_numarasi
1228351;502096;195048441;ŞEHIT ER RECEP GÜLTAŞ;4;SOKAK;ORTA GELISMIS;2;700202.0
1228352;502096;291287661;ŞEHIT ONBAŞI SONER ATEŞSAÇAN;4;SOKAK;ORTA GELISMIS;2;700104.0
1228353;502096;292383830;ŞEHIT ER MUSTAFA KAHVECİ;4;SOKAK;ORTA GELISMIS;2;118.0
1228354;502096;315582990;ŞEHIT ER AHMET EYZAMAN;4;SOKAK;ORTA GELISMIS;2;119.0
1228355;502096;324332291;FARUK ÇELİK;3;CADDE;ORTA GELISMIS;2;700120.0
1228356;502096;343241291;ŞEHIT AYKUT KÖROĞLU;4;SOKAK;ORTA GELISMIS;2;800101.0
1228357;502096;368352541;ŞEHIT ER MUAMMER ERGEN;4;SOKAK;ORTA GELISMIS;2;800105.0
1228358;502096;409261231;KAZIM KARABEKİR2;3;CADDE;ORTA GELISMIS;2;700145.0
1228359;502096;428773321;ŞEHIT ER CUMHUR ÖZEN;4;SOKAK;ORTA GELISMIS;2;800102.0
1228360;502096;446724260;ŞEHIT ÜST TEĞMEN AYKUT KÖROĞLU;4;SOKAK;ORTA GELISMIS;2;117.0
1228361;502096;454339760;ŞEHIT MUVAZZAF ASTSUBAY RAMAZAN KALYONCU;4;SOKAK;ORTA GELISMIS;2;115.0
1228362;502096;471737781;MEHMET AKIF ERSOY;3;CADDE;ORTA GELISMIS;2;381201.0
1228363;502096;549934310;ŞEHIT ONBAŞI TAMER POLAT;4;SOKAK;ORTA GELISMIS;2;114.0
1228364;502096;616844110;BELEDIYE MECLISI;4;SOKAK;ORTA GELISMIS;2;113.0
1228365;502096;709812121;ŞEHIT PÖH ZEYNEP SAĞIR;4;SOKAK;ORTA GELISMIS;2;700213.0
1228366;502096;922721451;PROF DR NECMETTIN ERBAKAN;3;CADDE;ORTA GELISMIS;2;310201.0
1228367;502096;927090211;ŞEHIT MUVAZZAF ASTSUBAY ERSIN ÇAKAL;4;SOKAK;ORTA GELISMIS;2;700215.0
1228368;504001;173226;MANCARLAR YUKARI MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;0.0
1228369;504001;763179;MANCARLAR AŞAĞI MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;0.0
1228370;504001;765260;MANCARLAR ORTA MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;0.0
1228371;504977;196785;HASANAĞA MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;7810.09
1228372;504977;211972;HACI HALİLLER MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;2700.61
1228373;504977;426314;DÜZLÜK MEVKII;5;KÜME EVLER;ORTA GELISMIS;2;124.14
1228374;504977;747729;ARMUT BOĞAZI MEVKİİ;5;KÜME EVLER;ORTA GELISMIS;2;7729.61
1228375;504977;933234;ZİRVE;4;SOKAK;ORTA GELISMIS;2;0.0
1228376;504977;427331470;DÜZLÜK;3;CADDE;ORTA GELISMIS;2;109.0
1228377;511246;403764;505;4;SOKAK;ORTA GELISMIS;2;5.0
1228378;511246;1034303;501;4;SOKAK;ORTA GELISMIS;2;1.0
1228379;511246;1034305;503;4;SOKAK;ORTA GELISMIS;2;3.0
1228380;511246;1035562;506;4;SOKAK;ORTA GELISMIS;2;6.0
1228381;511246;1040227;518;4;SOKAK;ORTA GELISMIS;2;18.0
1228382;511246;137529441;ANAYOL;3;CADDE;ORTA GELISMIS;2;10.01
1228383;511246;205728220;518/1;4;SOKAK;ORTA GELISMIS;2;20.0
1228384;511246;262414060;ANAYOL/3;4;SOKAK;ORTA GELISMIS;2;25.0
1228385;511246;366943210;ANAYOL/4;4;SOKAK;ORTA GELISMIS;2;26.0
1228386;511246;460268600;ANAYOL/6;4;SOKAK;ORTA GELISMIS;2;28.0
1228387;511246;493007590;509/1;4;SOKAK;ORTA GELISMIS;2;19.0
1228388;511246;504325820;YENI YOL;4;SOKAK;ORTA GELISMIS;2;22.0
1228389;511246;563185200;ANAYOL/5;4;SOKAK;ORTA GELISMIS;2;27.0
1228390;511246;797294711;509;4;SOKAK;ORTA GELISMIS;2;9.1
